"Order","Family","Genus","Species","Mean_Temp","Mean_Temp_SD","Latitude","Longitude","Captive","Humidity","Start_Date","End_Date","Proportion_Male","Proportion_Female"
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.375,0.625
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.666666667,0.333333333
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.666666667,0.333333333
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2016-08-01,0.6,0.4
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2016-08-01,0.8,0.2
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2016-08-01,0.6,0.4
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.6,0.4
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.7,0.3
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.8,0.2
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2016-08-01,0.5,0.5
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2016-08-01,0.75,0.25
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.625,0.375
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,0.714285714,0.285714286
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,26.876612,-80.051591,0,NA,2016-06-01,2018-08-01,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",27.5,NA,26.876612,-80.051591,0,NA,NA,NA,0.821428571,0.178571429
"Testudines","Cheloniidae","Caretta","Caretta_caretta",32,NA,26.876612,-80.051591,0,NA,NA,NA,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",27.5,NA,26.876612,-80.051591,0,NA,NA,NA,1,0
"Testudines","Cheloniidae","Caretta","Caretta_caretta",32,NA,26.876612,-80.051591,0,NA,NA,NA,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",32.4,0.3,26.361347,-80.068419,0,NA,2015-07-01,2015-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",32.3,0.3,26.361347,-80.068419,0,NA,2015-07-01,2015-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",33,0.4,26.361347,-80.068419,0,NA,2016-05-01,2016-08-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",31.7,0.6,26.361347,-80.068419,0,NA,2016-05-01,2016-08-01,0.027777778,0.972222222
"Testudines","Cheloniidae","Caretta","Caretta_caretta",32.3,0.4,26.361347,-80.068419,0,NA,2017-05-01,2017-06-01,0,1
"Testudines","Cheloniidae","Caretta","Caretta_caretta",31,0.8,26.361347,-80.068419,0,NA,2017-05-01,2017-06-01,0.288888889,0.711111111
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.75,0.25
"Testudines","Cheloniidae","Caretta","Caretta_caretta",30,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.125,0.875
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.6,0.4
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.875,0.125
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.25,0.75
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.333333333,0.666666667
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.2,0.8
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.285714286,0.714285714
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.714285714,0.285714286
"Testudines","Cheloniidae","Caretta","Caretta_caretta",NA,NA,-24.793935,152.4418505,0,NA,2020-02-01,2020-02-01,0.75,0.25
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,0.625,0.375
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,0.444444444,0.555555556
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",28,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",30,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",32,NA,-13.9941695,131.015694,0,NA,1983-09-01,1983-09-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.08333333,131.25,0,NA,1986-08-01,1986-08-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.08333333,131.25,0,NA,1986-08-01,1986-08-01,0.571428571,0.428571429
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.08333333,131.25,0,NA,1986-08-01,1986-08-01,0.25,0.75
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.08333333,131.25,0,NA,1986-08-01,1986-08-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.08333333,131.25,0,NA,1986-08-01,1986-08-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.08333333,131.25,0,NA,1986-09-01,1986-09-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.07777778,131.25,0,NA,1996-08-01,1996-10-01,0.306930693,0.693069307
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0.166666667,0.833333333
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0.333333333,0.666666667
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0.5,0.5
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0.555555556,0.444444444
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0.75,0.25
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0.333333333,0.666666667
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",NA,NA,-14.225,131.425,0,NA,NA,NA,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",27.96,0.07,-14.225,131.425,0,NA,1995-05-01,1995-11-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",30.02,0.04,-14.225,131.425,0,NA,1995-05-01,1995-11-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",30.51,0.02,-14.225,131.425,0,NA,1995-05-01,1995-11-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",30.98,0.04,-14.225,131.425,0,NA,1995-05-01,1995-11-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",31.52,0.05,-14.225,131.425,0,NA,1995-05-01,1996-11-01,1,0
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",31.96,0.08,-14.225,131.425,0,NA,1995-05-01,1996-11-01,0.583333333,0.416666667
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",32.5,0.01,-14.225,131.425,0,NA,1996-05-01,1996-11-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",33.02,0.05,-14.225,131.425,0,NA,1996-05-01,1996-11-01,0,1
"Testudines","Carettochelyidae","Carettochelys","Carettochelys_insculpta",34,0.04,-14.225,131.425,0,NA,1995-05-01,1996-11-01,0,1
"Testudines","Testudinidae","Centrochelys","Centrochelys_sulcata",28.5,NA,14.920319,13.53561,1,NA,2003-01-01,2003-03-01,1,0
"Testudines","Testudinidae","Centrochelys","Centrochelys_sulcata",29.5,NA,14.920319,13.53561,1,NA,2003-01-01,2003-03-01,1,0
"Testudines","Testudinidae","Centrochelys","Centrochelys_sulcata",30.5,NA,14.920319,13.53561,1,NA,2003-01-01,2003-03-01,0.764705882,0.235294118
"Testudines","Testudinidae","Centrochelys","Centrochelys_sulcata",31.5,NA,14.920319,13.53561,1,NA,2003-01-01,2003-03-01,0.0625,0.9375
"Testudines","Testudinidae","Centrochelys","Centrochelys_sulcata",32.5,NA,14.920319,13.53561,1,NA,2003-01-01,2003-03-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",26,NA,-23.44241,151.915007,0,NA,1979-03-01,1979-03-01,0.921052632,0.078947368
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",29,NA,-23.44241,151.915007,0,NA,1979-03-01,1979-03-01,0.048780488,0.951219512
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",33,NA,-23.44241,151.915007,0,NA,1979-03-01,1979-03-01,0.071428571,0.928571429
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.9,0.95,10.472748,-83.4569225,0,NA,NA,NA,0.93,0.07
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",28.6,1.21,10.472748,-83.4569225,0,NA,NA,NA,1,0
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",31.4,1.68,10.472748,-83.4569225,0,NA,NA,NA,0.1875,0.8125
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",31.4,2.05,10.472748,-83.4569225,0,NA,NA,NA,0.24,0.76
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-03-01,1980-03-01,1,0
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-03-01,1980-03-01,0.8,0.2
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-03-01,1980-03-01,0.6,0.4
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-03-01,1980-03-01,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-03-01,1980-03-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.7,0.3
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.6,0.4
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.25,0.75
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.35,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,1,0
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.3,0.7
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.6,0.4
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1980-04-01,1980-04-01,0.3,0.7
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,0.6,0.4
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,0.3,0.7
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,NA,NA,1,0
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",24.3,NA,19.327631,-81.255186,1,NA,NA,NA,0.208067941,0.791932059
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",24.4,NA,19.327631,-81.255186,1,NA,NA,NA,0.83359375,0.16640625
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",25,NA,19.327631,-81.255186,1,NA,NA,NA,0.843813848,0.156186152
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",25.4,NA,19.327631,-81.255186,1,NA,NA,NA,0.285780886,0.714219114
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",25.8,NA,19.327631,-81.255186,1,NA,NA,NA,0.997876858,0.002123142
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",26.4,NA,19.327631,-81.255186,1,NA,NA,NA,0.966082978,0.033917022
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",26.6,NA,19.327631,-81.255186,1,NA,NA,NA,0.294086982,0.705913018
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",26.8,NA,19.327631,-81.255186,1,NA,NA,NA,0.545,0.455
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",26.9,NA,19.327631,-81.255186,1,NA,NA,NA,0.454344624,0.545655376
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27,NA,19.327631,-81.255186,1,NA,NA,NA,0.212328767,0.787671233
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.1,NA,19.327631,-81.255186,1,NA,NA,NA,0.28602462,0.71397538
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.2,NA,19.327631,-81.255186,1,NA,NA,NA,0.746031746,0.253968254
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.3,NA,19.327631,-81.255186,1,NA,NA,NA,0.566137566,0.433862434
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.3,NA,19.327631,-81.255186,1,NA,NA,NA,0.454473726,0.545526274
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.4,NA,19.327631,-81.255186,1,NA,NA,NA,0.979250335,0.020749665
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.4,NA,19.327631,-81.255186,1,NA,NA,NA,0.41609589,0.58390411
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.5,NA,19.327631,-81.255186,1,NA,NA,NA,0.425579744,0.574420256
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.6,NA,19.327631,-81.255186,1,NA,NA,NA,0.499772002,0.500227998
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",30,NA,19.327631,-81.255186,1,NA,NA,NA,0.007050443,0.992949557
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",27.5,NA,19.327631,-81.255186,1,NA,NA,NA,0.565,0.435
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,-23.44241,151.915007,0,NA,NA,NA,0.53,0.47
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.7,0.3
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.6,0.4
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.8,0.2
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.5,0.5
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.2,0.8
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,1,0
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.3,0.7
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.2,0.8
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-04-01,1981-04-01,0.1,0.9
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0.2,0.8
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0.2,0.8
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,1,0
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0.6,0.4
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-05-01,1981-05-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.2,0.8
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.05,0.95
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0,1
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.1,0.9
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.5,0.5
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.4,0.6
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.2,0.8
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.1,0.9
"Testudines","Cheloniidae","Chelonia","Chelonia_mydas",NA,NA,5.993292,-54.8125825,0,NA,1981-06-01,1981-06-01,0.1,0.9
